pair_speaker,from_ts,to_ts,words,is_present,window
ch12,765.005,768.005,are they gonna be loud then,false,1212
ch12,766.868,769.868,when you do the cymbals like this,false,1884
ch12,769.999,772.999,crash crash,false,2890
ch12,773.844,776.844,oh,false,88
ch12,774.464,777.464,i'm looking forward to see them,false,1152
ch12,791.123,794.123,have you ever heard of bell on a church,false,1610
ch12,801.1265,804.1265,wow,true,1093
ch12,802.4335,805.4335,that's a cool guitar,true,1521
ch12,820.794,823.794,those are the castanets,true,1290
ch12,830.7695,833.7695,i wonder if it works,true,845
ch12,832.9935,835.9935,maybe it'll just go <noise>,true,1853
ch12,835.112,838.112,ooh,true,174
ch12,835.839,838.839,they're lots of different colours aren't they,true,1280
ch12,838.987,841.987,that's a good way to play it,true,1174
ch12,845.24,848.24,which end do you think goes in your mouth,true,1522
ch12,853.4055000000001,856.4055000000001,what do you think happens when you press those buttons,true,2309
ch12,857.0605,860.0605,oh,true,453
ch12,857.86,860.86,maybe this one does,true,926
ch12,858.8365,861.8365,try that one,true,665
ch12,864.643,867.643,yeah that one works,true,1280
ch12,865.8465,868.8465,and what about,true,753
ch12,866.542,869.542,ah,true,626
ch12,867.298,870.298,uhoh,true,886
ch12,868.511,871.511,these are the noisy ones,true,1378
ch12,869.745,872.745,they go crash,true,1090
ch12,870.8305,873.8305,you wanna try,true,579
ch12,872.57,875.57,these are so noisy,true,1630
ch12,887.109,890.109,i like that sound,true,990
ch12,890.692,893.692,which sound do you like,true,980
ch12,894.7535,897.7535,no,true,2043
ch12,900.448,903.448,that was so loud,true,1790
ch12,905.264,908.264,try it up the other way,true,1090
ch12,907.014,910.014,like this way,true,1526
ch12,914.182,917.182,no you definitely blow into the small hole,true,2058
ch12,922.69,925.69,can i have a go,true,928
ch12,924.325,927.325,okay,true,414
ch12,926.5925,929.5925,maybe like this then,true,857
ch12,936.042,939.042,so like this,true,670
ch12,944.7965,947.7965,let's give it a good hard,true,1003
ch12,952.7225,955.7225,okay you like that one,true,941
ch12,957.6990000000001,960.6990000000001,could could you do this,true,924
ch12,959.342,962.342,look you you go like this from one side to another,true,2362
ch12,972.677,975.677,i think it might not have any batteries in it,true,1812
ch12,976.3290000000001,979.3290000000001,or is there an on button that you haven't found yet,true,2224
ch12,981.13,984.13,what's that down there,true,916
ch12,994.092,997.092,can i have a look,true,660
ch12,996.4060000000001,999.4060000000001,hmm,true,538
ch12,1006.4150000000001,1009.4150000000001,this one is broken i think,true,1304
ch12,1009.737,1012.737,so what's your favourite do you think now that you've seen them,true,1920
ch12,1023.4385,1026.4385,that's it you did it,true,749
ch12,1024.203,1027.203,you made the noise,true,780
ch12,1034.6775,1037.6775,oh,true,467
ch12,1035.748,1038.748,no not again,true,1674
ch12,1041.701,1044.701,that is loud,true,2080
ch12,1043.5215,1046.5215,can i do one and you do one,true,1153
ch12,1044.7325,1047.7325,can i do,true,621
ch12,1049.7375,1052.7375,i think we sound like shells,true,1513
ch12,1057.5915,1060.5915,<name> can you remember what that one's called,true,1325
ch12,1064.5620000000001,1067.5620000000001,do you know sweetheart,true,830
ch12,1067.388,1070.388,do you remember what this one's called,true,1174
ch12,1071.2445,1074.2445,that one doesn't need batteries,true,1113
ch12,1073.4875,1076.4875,it's called a harmonica,true,1343
ch12,1078.114,1081.114,harmonica is this one,true,1208
ch12,1079.6485,1082.6485,harmonica,true,807
ch12,1087.8765,1090.8765,yeah i can do this one,true,863
ch12,1088.949,1091.949,but you remember what it's called,true,1220
ch12,1090.7105,1093.7105,what is it,true,475
ch12,1098.083,1101.083,trumpet,true,466
ch12,1103.9535,1106.9535,go like <noise>,true,1063
ch12,1106.4470000000001,1109.4470000000001,that's it,true,598
ch12,1108.248,1111.248,very nice,true,830
ch12,1124.425,1127.425,those are the cymbals,true,910
ch12,1135.1975,1138.1975,the harmonica nice,true,2393
ch12,1149.682,1152.682,can you put it in the bag?,true,1094
ch12,1158.4275,1161.4275,what are tools,false,1403
ch12,1163.137,1166.137,yeah for building stuff,false,1362
ch12,1166.448,1169.448,let's see if we know these tools,false,1830
ch12,1175.086,1178.086,oh,false,230
ch12,1175.6970000000001,1178.6970000000001,maybe you know this one,false,992
ch12,1177.1905,1180.1905,coz we use this in the kitchen sometimes,false,1995
ch12,1180.5905,1183.5905,this is a tool and it goes like this,false,1433
ch12,1181.944,1184.944,pinch pinch pinch,false,1090
ch12,1183.744,1186.744,and they're called tongs,false,2160
ch12,1185.9305,1188.9305,tongs,false,535
ch12,1186.961,1189.961,pinch pinch pinch like a crab,false,1488
ch12,1189.0085,1192.0085,boing boing,false,839
ch12,1189.601,1192.601,and you can,false,346
ch12,1190.443,1193.443,and you can pick things up like your arm,false,1338
ch12,1191.959,1194.959,boing boing,false,1382
ch12,1194.021,1197.021,and then oh you definitely know this one,false,2168
ch12,1196.876,1199.876,what do you use if it's dark,false,2220
ch12,1199.1585,1202.1585,and you need to see your way,false,1425
ch12,1200.4455,1203.4455,and there's a tool,false,683
ch12,1201.329,1204.329,and you switch it on,false,1084
ch12,1202.8935000000001,1205.8935000000001,and light comes out of it,false,1129
ch12,1204.2105000000001,1207.2105000000001,what's that called,false,773
ch12,1205.555,1208.555,a torch,false,810
ch12,1206.6855,1209.6855,so we might see a torch,false,1451
ch12,1207.901,1210.901,do you like torches,false,808
ch12,1209.3965,1212.3965,yeah,false,259
ch12,1214.6675,1217.6675,and then okay if you want to cut a piece of paper,false,2853
ch12,1216.758,1219.758,what tool would you use,false,1190
ch12,1221.3455000000001,1224.3455000000001,if you want to cut up a piece of paper,false,1633
ch12,1224.614,1227.614,scissors yeah,false,1398
ch12,1226.3,1229.3,snip snip snip snip snip,false,1730
ch12,1229.679,1232.679,yeah,false,258
ch12,1238.0885,1241.0885,and there's a nail stuck in it,false,1477
ch12,1240.19,1243.19,and you wanna pull that nail out like this,false,2706
ch12,1242.0435,1245.0435,argh,false,611
ch12,1244.294,1247.294,and a screw is something you screw it in,false,1678
ch12,1246.161,1249.161,this one's you pinch it like that and pull,false,2056
ch12,1248.68,1251.68,do you remember what they're called,false,1110
ch12,1250.104,1253.104,we have them in that,false,686
ch12,1251.404,1254.404,you know that toy we have with the grey thing,false,1824
ch12,1252.8885,1255.8885,and we pull things out,false,1145
ch12,1256.461,1259.461,they're called pliers,false,1178
ch12,1258.5605,1261.5605,pliers that's right,false,1035
ch12,1261.345,1264.345,what do we cook pasta in,false,2564
ch12,1264.719,1267.719,sauce,false,970
ch12,1265.5525,1268.5525,and in a,false,657
ch12,1272.06,1275.06,it's called a pot,false,2050
ch12,1274.661,1277.661,pot,false,390
ch12,1275.893,1278.893,cook things in a pot,false,830
ch12,1278.7025,1281.7025,hmm,false,455
ch12,1280.1765,1283.1765,now will you know this one,false,1937
ch12,1282.6425,1285.6425,i know,false,793
ch12,1287.547,1290.547,that you push up and down,false,1122
ch12,1289.1290000000001,1292.1290000000001,and the air comes out,false,1040
ch12,1291.545,1294.545,do you remember that one?,false,882
ch12,1293.5005,1296.5005,for daddy's bi,false,923
ch12,1295.2160000000001,1298.2160000000001,well he uses it for the basketball sometimes,false,2250
ch12,1297.8785,1300.8785,and it puts air in it,false,1713
ch12,1300.67,1303.67,or maybe we sometimes use it to blow up ballons,false,2306
ch12,1303.586,1306.586,do you remember what it's called,false,966
ch12,1305.03,1308.03,it's called a pump,false,1456
ch12,1307.3995,1310.3995,pump pump pump,false,1417
ch12,1351.3980000000001,1354.3980000000001,what do you think you like best scissors or torch,false,2610
ch12,1354.3765,1357.3765,yeah why,false,673
ch12,1356.96,1359.96,should play scissors paper stone,false,1376
ch12,1358.329,1361.329,okay,false,268
ch12,1360.1605,1363.1605,one two three,false,2131
ch12,1364.1815000000001,1367.1815000000001,oh,false,167
ch12,1365.1205,1368.1205,i cut your paper,false,1711
ch12,1366.4715,1369.4715,should we play again,false,721
ch12,1368.5810000000001,1371.5810000000001,one two three,false,2146
ch12,1372.737,1375.737,you cut my paper,false,1558
ch12,1374.607,1377.607,scissors,false,1040
ch12,1375.9585,1378.9585,snip snip,false,589
ch12,1376.5075,1379.5075,okay,false,303
ch12,1378.181,1381.181,one two three,false,1648
ch12,1384.375,1387.375,one two three,false,1648
ch12,1386.5715,1389.5715,oh,false,317
ch12,1387.1045,1390.1045,we both did it wr,false,749
ch12,1387.7635,1390.7635,oh,false,395
ch12,1389.407,1392.407,ah,false,268
ch12,1390.231,1393.231,i blunted your scissors,false,1380
ch12,1403.868,1406.868,do you think it's gonna be a big pot or a small pot,false,2970
ch12,1407.5905,1410.5905,how small,false,421
ch12,1408.266,1411.266,show me with your hands,false,808
ch12,1410.5335,1413.5335,that's small,false,1321
ch12,1412.207,1415.207,that's really tiny,false,1584
ch12,1414.684,1417.684,and what about the tongs,false,1848
ch12,1416.932,1419.932,are they gonna be big tongs or little tongs,false,2590
ch12,1422.8445,1425.8445,to pick up a fairy with,false,1229
ch12,1424.93,1427.93,that's tiny,false,1150
ch12,1446.2455,1449.2455,are those the scissors,true,925
ch12,1454.1915000000001,1457.1915000000001,are those the scissors <name>,true,1329
ch12,1461.55,1464.55,how do you turn it on,true,846
ch12,1476.522,1479.522,what's that one,true,668
ch12,1482.7985,1485.7985,shall i have a look for you,true,797
ch12,1485.3485,1488.3485,you tell me what is called,true,955
ch12,1488.056,1491.056,oh,true,388
ch12,1489.823,1492.823,this one doesn't have any batteries either,true,2330
ch12,1493.294,1496.294,you slide that button up and down,true,1422
ch12,1500.482,1503.482,what's that,true,556
ch12,1504.647,1507.647,what's that for,true,812
ch12,1507.9915,1510.9915,pumping up,true,611
ch12,1510.1585,1513.1585,and what are these for,true,777
ch12,1514.1100000000001,1517.1100000000001,shall i show you,true,690
ch12,1530.776,1533.776,that feels funny,true,986
ch12,1537.567,1540.567,did it got me of those,true,1136
ch12,1542.6735,1545.6735,can i choose a toy?,true,1065
ch12,1545.0900000000001,1548.0900000000001,okay which one do you think i should choose,true,1640
ch12,1547.174,1550.174,the torch,true,470
ch12,1551.505,1554.505,hmm,true,290
ch12,1552.0995,1555.0995,i don't have any batteries,true,899
ch12,1553.059,1556.059,can i play with that one,true,932
ch12,1556.7085,1559.7085,can i play with that one,true,711
ch12,1560.185,1563.185,look,true,184
ch12,1560.7605,1563.7605,look what this one does,true,919
ch12,1563.0620000000001,1566.0620000000001,ah,true,412
ch12,1564.1390000000001,1567.1390000000001,i'm gonna get you with my tongs,true,1622
ch12,1566.211,1569.211,tongs,true,520
ch12,1567.146,1570.146,<noise>,true,422
ch12,1569.3005,1572.3005,can you get the can you pick up the pot with your tongs,true,2575
ch12,1579.0965,1582.0965,uhoh,true,471
ch12,1580.0285000000001,1583.0285000000001,all the food's falling out,true,1393
ch12,1581.9755,1584.9755,all the food fell out,true,1035
ch12,1590.2755,1593.2755,oh,true,505
ch12,1591.7060000000001,1594.7060000000001,there's nothing that fits,true,1222
ch12,1597.553,1600.553,that one definitely doesn't fit,true,1652
ch12,1617.4185,1620.4185,oh,true,133
ch12,1618.403,1621.403,look the to the top's come off this one,true,1836
ch12,1621.477,1624.477,that's where the batteries go inside then,true,1658
ch12,1628.382,1631.382,we don't have any,true,672
ch12,1629.993,1632.993,can you put the lid back on,true,1062
ch12,1633.2395000000001,1636.2395000000001,we're gonna have to do it,true,953
ch12,1641.002,1644.002,maybe the top of the torch would fit in the pot,true,2060
ch12,1652.664,1655.664,is it is it gonna be torch torch yoghourt,true,2308
ch12,1668.0185000000001,1671.0185000000001,ah,true,419
ch12,1668.713,1671.713,that's nice,true,660
ch12,1675.3585,1678.3585,water and torch yoghourt,true,1879
ch12,1676.8815,1679.8815,ew,true,723
ch12,1677.779,1680.779,that's yucky,true,1048
ch12,1680.1465,1683.1465,is it,true,525
ch12,1681.449,1684.449,okay,true,496
ch12,1682.8235,1685.8235,maybe,true,559
ch12,1687.4935,1690.4935,you can take it out with the tongs,true,1457
ch12,1697.531,1700.531,is it a bit hot,true,808
ch12,1741.0515,1744.0515,okay should we see what the animals are gonna be,false,1851
ch12,1745.079,1748.079,oh,false,484
ch12,1747.444,1750.444,this is a funny sounding animal,false,2764
ch12,1750.544,1753.544,this is a toucan,false,1498
ch12,1755.6985,1758.6985,<noise>,false,883
ch12,1757.184,1760.184,is a toucan a bird,false,1138
ch12,1759.5455,1762.5455,it is isn't,false,673
ch12,1760.576,1763.576,it's in that book you read,false,1388
ch12,1762.541,1765.541,what kind of beak does it have,false,1314
ch12,1766.867,1769.867,a long beak,false,1540
ch12,1767.9950000000001,1770.9950000000001,and is it,false,644
ch12,1769.272,1772.272,has it got colours on it,false,976
ch12,1772.4425,1775.4425,some colours,false,535
ch12,1773.328,1776.328,yeah,false,260
ch12,1774.808,1777.808,toucans've got big colourful beaks haven't they,false,2346
ch12,1781.8980000000001,1784.8980000000001,what about a little turtle,false,2840
ch12,1786.018,1789.018,what does a turtle look like,false,1566
ch12,1789.847,1792.847,got a little shell yeah,false,1180
ch12,1791.396,1794.396,is the shell soft or hard,false,1362
ch12,1800.7435,1803.7435,that's right,false,765
ch12,1802.0515,1805.0515,and he tucks in his head,false,1357
ch12,1803.594,1806.594,and he tucks in his arms,false,1170
ch12,1804.98,1807.98,and he tucks in his legs like this,false,1514
ch12,1808.865,1811.865,and he hides in the shell,false,1244
ch12,1811.22,1814.22,and then when does he come out again,false,1344
ch12,1813.3645000000001,1816.3645000000001,when he feels safe,false,797
ch12,1814.8235,1817.8235,okay,false,417
ch12,1815.7905,1818.7905,so that's a turtle,false,975
ch12,1817.0185000000001,1820.0185000000001,hmm,false,349
ch12,1818.0635,1821.0635,a lion,false,1133
ch12,1819.7385,1822.7385,now lions are a type of fish right,false,1689
ch12,1828.516,1831.516,is a lion a type of fish?,false,1460
ch12,1831.555,1834.555,what kind of what kind of animal is a lion then,false,1794
ch12,1836.0785,1839.0785,<name> what kind of animal is a lion,false,1813
ch12,1844.8890000000001,1847.8890000000001,okay i'm gonna show you what kind of animal it is,false,1960
ch12,1846.41,1849.41,it's like this,false,698
ch12,1849.1215,1852.1215,<noise>,false,2573
ch12,1850.979,1853.979,a lion,false,720
ch12,1852.7440000000001,1855.7440000000001,<noise>,false,1404
ch12,1854.243,1857.243,big hair,false,850
ch12,1855.5900000000001,1858.5900000000001,big teeth,false,624
ch12,1861.299,1864.299,what about an elephant,false,1398
ch12,1862.769,1865.769,do you like elephants,false,890
ch12,1864.527,1867.527,yeah,false,316
ch12,1867.4695,1870.4695,<noise>,false,1313
ch12,1868.749,1871.749,and how do they drink water,false,1064
ch12,1871.1385,1874.1385,yeah,false,187
ch12,1876.021,1879.021,and do they sometimes spray it,false,1366
ch12,1877.7415,1880.7415,<noise>,false,1753
ch12,1881.028,1884.028,that's right,false,560
ch12,1882.2535,1885.2535,spray it out to the little elephant,false,1281
ch12,1884.9270000000001,1887.9270000000001,hmm,false,350
ch12,1885.6875,1888.6875,an antelope,false,991
ch12,1887.0225,1890.0225,have you ever heard of an antelope,false,1679
ch12,1890.016,1893.016,i don't know if i even know what an antelope is,false,2220
ch12,1892.723,1895.723,i think they're fast,false,1304
ch12,1894.1655,1897.1655,and they have skinny legs,false,1479
ch12,1896.767,1899.767,and maybe they're a bit like a,false,2570
ch12,1900.151,1903.151,hmm,false,794
ch12,1901.1995,1904.1995,what do you think they're might be a bit like,false,1293
ch12,1902.8465,1905.8465,an antelope,false,671
ch12,1903.897,1906.897,maybe like a deer,false,1012
ch12,1905.125,1908.125,maybe they're a bit like a deer,false,1216
ch12,1906.672,1909.672,like a reindeer that that we see in the park,false,1878
ch12,1909.4925,1912.4925,and really fast,false,1057
ch12,1913.1085,1916.1085,they as fast as you?,false,1063
ch12,1925.5235,1928.5235,we've got a book about a platypus haven't we,false,1963
ch12,1928.753,1931.753,the one who tells everyone where to sit,false,2010
ch12,1933.0415,1936.0415,duck plat,false,519
ch12,1933.9615000000001,1936.9615000000001,do you remeber the duckbill platypus,false,1321
ch12,1935.443,1938.443,and he's got a big flat mouth like this,false,1616
ch12,1937.0475000000001,1940.0475000000001,<noise>,false,1269
ch12,1941.9215000000002,1944.9215000000002,i don't know what colour platypuses are there,false,2365
ch12,1943.68,1946.68,i think they might be brown,false,1152
ch12,1945.69,1948.69,do you think we'll find out when we see the toys,false,1620
ch12,1949.7065,1952.7065,yeah,false,259
ch12,1952.01,1955.01,what do you think is gonna be your favourite out of these ones,false,2020
ch12,1954.848,1957.848,is it toucan,false,980
ch12,1956.267,1959.267,a lion,false,832
ch12,1957.035,1960.035,tur,false,308
ch12,1969.486,1972.486,platypus,false,666
ch12,1971.4425,1974.4425,i like platypuses,false,1141
ch12,1988.6775,1991.6775,so which is the biggest do you think,false,2107
ch12,1994.883,1997.883,which one do you think is the biggest animal,false,1774
ch12,1997.5275000000001,2000.5275000000001,hmm,false,269
ch12,1997.902,2000.902,have a guess,false,480
ch12,1998.9550000000002,2001.9550000000002,imagine a elephant,false,1510
ch12,2003.5665000000001,2006.5665000000001,elephants do do big poos,false,1777
ch12,2024.1875,2027.1875,that's the antelope,true,963
ch12,2028.736,2031.736,aw,true,878
ch12,2029.7925,2032.7925,aren't they lovely,true,1235
ch12,2030.874,2033.874,whose that,true,784
ch12,2034.6845,2037.6845,he's hallo mister platypus,true,1453
ch12,2037.902,2040.902,oh,true,530
ch12,2039.0745,2042.0745,i was wrong about the toucan,true,1343
ch12,2040.5955000000001,2043.5955000000001,the toucan's beak is just one colour,true,1663
ch12,2043.0405,2046.0405,i thought it was stripey colours,true,1259
ch12,2044.5245,2047.5245,it's just one colour,true,871
ch12,2053.069,2056.069,ah,true,1070
ch12,2054.645,2057.645,no don't scare me,true,1254
ch12,2056.224,2059.224,don't scare me,true,896
ch12,2061.631,2064.631,oh,true,198
ch12,2062.619,2065.619,he's so cross and grumpy,true,1778
ch12,2072.7795,2075.7795,does he walk or swim,true,1571
ch12,2075.2545,2078.2545,yeah,true,427
ch12,2086.2265,2089.2265,oh,true,415
ch12,2086.7505,2089.7505,no,true,633
ch12,2088.0085,2091.0085,help mister elephant,true,1477
ch12,2089.59,2092.59,ah,true,532
ch12,2090.848,2093.848,he's gonna jump up boing,true,1984
ch12,2094.664,2097.664,he's got lovely he's got lovely ears,true,2320
ch12,2099.0055,2102.0055,oh,true,143
ch12,2099.882,2102.882,my goodness are they all having a big cuddle,true,1610
ch12,2104.51,2107.51,what was this one again,true,1104
ch12,2108.4995,2111.4995,no,true,579
ch12,2110.6415,2113.6415,antelope that's right,true,1111
ch12,2112.674,2115.674,antelope?,true,786
ch12,2120.496,2123.496,he's jumpy,true,864
ch12,2129.2935,2132.2935,so which one is your favourite,true,1095
ch12,2133.607,2136.607,antelope,true,726
ch12,2135.8145,2138.8145,no,true,447
ch12,2138.276,2141.276,that's the platypus,true,2456
ch12,2146.433,2149.433,pinkyness,true,572
ch12,2153.819,2156.819,hello,true,598
ch12,2156.014,2159.014,hello,true,412
ch12,2157.379,2160.379,can you do a running race with me please,true,2040
ch12,2160.721,2163.721,wait where's the start,true,764
ch12,2161.6085,2164.6085,where's the start line,true,959
ch12,2165.266,2168.266,ready steady go,true,2706
ch12,2171.064,2174.064,whose fast there,true,944
ch12,2173.765,2176.765,yeah,true,1608
ch12,2176.777,2179.777,<noise>,true,1830
ch12,2179.905,2182.905,i like flying,true,1416
ch12,2201.67,2204.67,wow,true,1480
ch12,2206.607,2209.607,yes,true,1048
ch12,2208.187,2211.187,hello mister platypus,true,1070
ch12,2212.139,2215.139,which one is the softest toy,true,2998
ch12,2235.1185,2238.1185,oh,true,459
ch12,2236.2615,2239.2615,i'm gonna hold on to these ones,true,1325
ch12,2246.69,2249.69,his nose is the same colour as your face,true,1930
ch12,2249.2490000000003,2252.2490000000003,pumpkin face,true,838
ch12,2253.7265,2256.7265,now try cuddle with this one,true,1143
ch12,2254.718,2257.718,he's really soft,true,840
ch12,2258.428,2261.428,oh,true,736
ch12,2261.155,2264.155,he's lovely,true,836
ch12,2267.304,2270.304,can i cuddle,true,824
ch12,2270.6115,2273.6115,okay you can have the turtle,true,1081
ch12,2275.9475,2278.9475,the toucan,true,753
ch12,2277.0325000000003,2280.0325000000003,and the elephant,true,863
ch12,2282.2815,2285.2815,yeah,true,263
ch13,25.198,28.198,and we go and see these animals,false,1714
ch13,30.702,33.702,and there's one big blue one,false,1914
ch13,33.231500000000004,36.231500000000004,and it makes this horrendous noise doesn't it?,false,2331
ch13,35.5515,38.551500000000004,do you know what it's called?,false,927
ch13,36.64,39.64,it's got lots of feathers,false,1250
ch13,39.0465,42.0465,it's called a,false,575
ch13,39.7025,42.7025,it's blue,false,655
ch13,40.4835,43.4835,it's got lots of feathers,false,907
ch13,42.227000000000004,45.227000000000004,it's called a peacock,false,2580
ch13,44.304500000000004,47.304500000000004,yeah that's right,false,979
ch13,45.689,48.689,a peacocks,false,724
ch13,47.228500000000004,50.228500000000004,what are they like do you know?,false,1727
ch13,55.3385,58.3385,are they like big or small?,false,1543
ch13,60.0585,63.0585,big yeah,false,809
ch13,61.2445,64.2445,the feathers are big aren't they?,false,1211
ch13,88.33500000000001,91.33500000000001,do you know?,false,650
ch13,91.747,94.747,oh,false,538
ch13,92.3635,95.3635,which noise,false,695
ch13,93.51,96.51,which animal makes that noise?,false,1470
ch13,95.6575,98.6575,<laugh>,false,1099
ch13,96.761,99.761,and what about a lion,false,1108
ch13,97.5955,100.5955,what noise?,false,561
ch13,98.3865,101.3865,i bet you don't know,false,1021
ch13,99.9475,102.9475,ah,false,745
ch13,100.793,103.793,wow,false,892
ch13,102.0535,105.0535,that's so impressive,false,1629
ch13,107.834,110.834,do you know what noise a rhino makes?,false,2122
ch13,111.281,114.281,what noise?,false,650
ch13,113.9805,116.9805,it's hard isn't it,false,1069
ch13,115.033,118.033,it's not so easy to tell,false,1036
ch13,123.7055,126.7055,do you know what noise an iguana makes?,false,2405
ch13,127.404,130.404,iguana,false,858
ch13,128.358,131.358,is that a funny word?,false,1050
ch13,130.577,133.577,it's a really funny word isn't it?,false,1516
ch13,144.435,147.435,tell me a bit more about a rhino,false,1618
ch13,145.786,148.786,can you tell me what it looks like?,false,1084
ch13,161.942,164.942,can you tell me a bit about a rhino,false,1456
ch13,163.085,166.085,and what it looks like?,false,830
ch13,164.5975,167.5975,tell me,false,541
ch13,167.118,170.118,what's special about a rhino?,false,1480
ch13,170.496,173.496,do you know?,false,738
ch13,173.27100000000002,176.27100000000002,what's it got on its head?,false,1460
ch13,175.802,178.802,shaped like this,false,792
ch13,176.597,179.597,a horn,false,798
ch13,263.193,266.193,there's one more animal i want to talk to you about,false,2470
ch13,265.404,268.404,it's got a long neck,false,1120
ch13,268.483,271.483,do you know any animals with a long neck,false,1922
ch13,270.466,273.466,a giraffe is one animal with a long neck,false,2044
ch13,272.04200000000003,275.04200000000003,but is there another?,false,1108
ch13,286.41,289.41,ah,true,862
ch13,287.537,290.537,oh,true,430
ch13,288.0975,291.0975,my goodness,true,691
ch13,289.57,292.57,wow,true,2254
ch13,293.829,296.829,which which one do you like?,true,1086
ch13,298.414,301.414,what's this one do you know?,true,2152
ch13,301.3765,304.3765,do you remember?,true,607
ch13,303.0825,306.0825,what's that?,true,449
ch13,306.1395,309.1395,a rhino,true,1275
ch13,311.601,314.601,what's that?,true,496
ch13,313.5985,316.5985,oh,true,459
ch13,314.277,317.277,wow,true,898
ch13,315.7385,318.7385,look at the hair on that lion,true,2025
ch13,319.1,322.1,what is it?,true,760
ch13,320.5065,323.5065,have you seen it before?,true,1051
ch13,323.807,326.807,a lizard,true,810
ch13,325.1295,328.1295,yeah well it's a kind of lizard,true,1835
ch13,327.28000000000003,330.28000000000003,it lives in the rainforest,true,1218
ch13,328.659,331.659,is it stroking the lion?,true,1460
ch13,330.0055,333.0055,aw,true,485
ch13,330.95300000000003,333.95300000000003,it's a friendly lizard,true,1410
ch13,332.208,335.208,that's nice,true,1100
ch13,335.62600000000003,338.62600000000003,i don't know if lions really like to be stroked,true,2530
ch13,338.7665,341.7665,do you think they like it?,true,1371
ch13,347.95300000000003,350.95300000000003,this is an iguana,true,1044
ch13,350.546,353.546,what's this?,true,740
ch13,353.266,356.266,what is it?,true,546
ch13,359.8285,362.8285,what is it though?,true,889
ch13,364.071,367.071,oh,true,980
ch13,365.53950000000003,368.53950000000003,do you remember the,true,841
ch13,367.338,370.338,this is the one that we see when we go to that place,true,2546
ch13,369.646,372.646,it's it's in behind the cage,true,2070
ch13,371.95,374.95,and it makes a really loud noise,true,2050
ch13,374.94100000000003,377.94100000000003,so loud,true,1060
ch13,377.3245,380.3245,you don't like it,true,653
ch13,378.717,381.717,sometimes it makes you cover your ears doesn't it?,true,2092
ch13,381.4545,384.4545,do you like the feathers?,true,1217
ch13,383.9695,386.9695,do you like them?,true,401
ch13,384.942,387.942,they're so soft right?,true,1544
ch13,386.9955,389.9955,have you felt them?,true,881
ch13,389.932,392.932,oh,true,320
ch13,390.201,393.201,yeah,true,218
ch13,391.658,394.658,this is the one with the long neck that i was telling you about,true,2696
ch13,394.074,397.074,er,true,554
ch13,395.362,398.362,do you know what it's called?,true,1206
ch13,398.193,401.193,no a toucan's a bird,true,1686
ch13,399.195,402.195,look,true,318
ch13,400.004,403.004,peck peck peck peck peck,true,1040
ch13,401.7935,404.7935,this can peck you as well,true,1235
ch13,403.4285,406.4285,but it's not a toucan,true,2035
ch13,405.726,408.726,can you feel its feathers?,true,828
ch13,406.6585,409.6585,it's so furry,true,997
ch13,407.3965,410.3965,feel that,true,479
ch13,408.9545,411.9545,does that feel nice?,true,1003
ch13,411.255,414.255,this is an ostrich,true,1190
ch13,414.7185,417.7185,an ostrich,true,1141
ch13,415.904,418.904,yeah and it's a bird,true,1230
ch13,418.6675,421.6675,ah,true,331
ch13,419.079,422.079,haha,true,492
ch13,420.269,423.269,does it have wings?,true,1030
ch13,422.08500000000004,425.08500000000004,because i thought birds had wings,true,1630
ch13,424.264,427.264,look at these,true,640
ch13,426.355,429.355,you see,true,606
ch13,428.56850000000003,431.56850000000003,it's a bit floppy isn't it?,true,1431
ch13,430.333,433.333,and an ostrich,true,738
ch13,431.707,434.707,it runs really fast,true,1830
ch13,434.1785,437.1785,you wouldn't like to be in a race with an ostrich,true,1697
ch13,435.502,438.502,i don't think,true,950
ch13,457.671,460.671,what about this one?,true,974
ch13,459.524,462.524,is this a gorilla?,true,920
ch13,462.01550000000003,465.01550000000003,no?,true,473
ch13,463.9635,466.9635,how do you know?,true,939
ch13,471.282,474.282,this one,true,682
ch13,472.02750000000003,475.02750000000003,<name>,true,809
ch13,473.0375,476.0375,is called a bison,true,1211
ch13,475.779,478.779,yeah and do you know what?,true,1694
ch13,478.04,481.04,we went to a bison farm once me you and daddy,true,2828
ch13,481.6605,484.6605,i'm not sure if i remember seeing any bison though,true,2397
ch13,484.872,487.872,they're a bit funny,true,976
ch13,487.3635,490.3635,is that a funny name?,true,1217
ch13,489.616,492.616,bison yeah,true,1166
ch13,490.8175,493.8175,and they look kind of moody,true,1237
ch13,493.685,496.685,i don't think i'd like to meet a bison,true,1684
ch13,497.0335,500.0335,they look like they'd be a bit like cows,true,1903
ch13,504.882,507.882,<laugh>,true,844
ch13,506.569,509.569,do you think that would make the bison angry?,true,1830
ch13,509.801,512.801,do you think the bison might eat the iguana?,true,1730
ch13,511.6135,514.6135,<laugh>,true,881
ch13,513.1795,516.1795,does he look hungry to you?,true,1305
ch13,515.004,518.004,oh,true,1006
ch13,516.2435,519.2435,i don't like the bison,true,1473
ch13,519.323,522.323,it's got horns like the rhino right?,true,2120
ch13,522.4685000000001,525.4685000000001,it's got horns,true,855
ch13,524.631,527.631,he might,true,1080
ch13,525.956,528.956,<noise>,true,260
ch13,527.664,530.664,he might eat your hands,true,1170
ch13,530.4125,533.4125,ah,true,687
ch13,531.496,534.496,not your hands,true,1022
